image,xmin,ymin,xmax,ymax,name,class
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (205).JPG,1254,673,1283,699,1.11.1,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (206).JPG,1598,550,1679,636,1.11.1,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (207).JPG,1773,574,1841,645,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (207).JPG,1248,689,1275,717,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (208).JPG,1559,578,1618,639,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (209).JPG,1498,532,1554,591,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (210).JPG,1686,533,1745,567,7.3.2,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (210).JPG,1681,475,1738,538,3.5,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (210).JPG,1317,545,1355,580,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (210).JPG,194,740,222,815,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (211).JPG,1648,515,1706,636,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (211).JPG,1785,370,1833,514,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (212).JPG,939,613,975,652,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (212).JPG,148,748,185,801,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (213).JPG,1662,470,1724,537,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (213).JPG,114,753,162,843,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (214).JPG,1488,612,1512,637,2.5,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (214).JPG,1487,633,1521,669,1.3.2,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (214).JPG,1804,484,1849,532,1.2,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (215).JPG,1618,567,1684,642,1.3.2,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (215).JPG,1624,523,1669,571,2.5,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (215).JPG,1310,649,1331,673,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (216).JPG,1678,500,1729,559,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (216).JPG,911,695,932,719,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (217).JPG,413,679,467,756,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (218).JPG,1638,542,1682,588,3.2,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (218).JPG,1641,591,1684,614,7.3.2,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (218).JPG,1067,725,1080,738,4.2.3,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (219).JPG,2045,392,2154,472,5.8.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (219).JPG,2175,320,2227,410,3.2,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (219).JPG,1052,714,1066,729,4.2.3,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (219).JPG,28,721,47,748,1.21,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (219).JPG,28,684,44,722,5.38,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (220).JPG,1473,514,1510,582,7.2.3,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (220).JPG,1452,444,1518,512,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (220).JPG,937,696,965,724,4.2.3,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (221).JPG,240,625,315,734,4.2.3,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (222).JPG,1534,550,1590,602,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (222).JPG,1524,524,1594,549,5.7.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (222).JPG,1024,619,1055,651,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (222).JPG,1402,609,1430,640,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (223).JPG,1801,444,1864,512,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (223).JPG,920,458,999,540,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (224).JPG,1885,316,1988,459,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (224).JPG,1909,510,2010,658,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (224).JPG,1886,439,2017,527,5.7.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (225).JPG,1561,287,1667,413,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (226).JPG,765,713,802,749,4.2.3,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (227).JPG,1414,668,1507,716,7.22.3,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (228).JPG,1344,489,1415,552,1.11.1,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (229).JPG,1373,504,1449,575,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (230).JPG,398,677,443,743,4.2.1,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (231).JPG,1276,542,1357,624,1.3.2,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (231).JPG,1289,501,1340,553,2.5,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (232).JPG,1386,403,1466,486,3.27,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (233).JPG,1982,350,2087,538,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (234).JPG,1951,186,2116,408,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (235).JPG,1482,557,1524,620,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (236).JPG,1378,592,1415,633,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (236).JPG,1383,635,1412,678,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (236).JPG,1271,663,1306,697,1.23,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (237).JPG,2103,360,2186,516,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (237).JPG,2064,213,2155,360,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (238).JPG,1741,459,1813,563,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (239).JPG,1790,484,1859,560,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (240).JPG,1574,546,1630,611,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (241).JPG,1544,498,1620,571,1.2,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (242).JPG,1649,346,1851,499,1.3.1,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (242).JPG,1666,242,1793,380,2.5,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (243).JPG,1420,437,1484,496,1.21,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (244).JPG,1368,500,1443,571,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (245).JPG,1348,467,1408,553,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (245).JPG,1242,620,1273,666,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (245).JPG,1208,671,1230,693,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (245).JPG,1199,604,1228,632,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (246).JPG,1536,428,1632,560,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (246).JPG,1333,631,1374,675,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (246).JPG,1313,502,1368,557,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (247).JPG,1627,489,1725,588,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (247).JPG,1567,210,1683,320,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (248).JPG,1833,392,1928,577,5.38,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (248).JPG,1360,664,1393,697,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (249).JPG,1663,585,1731,653,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (250).JPG,1393,650,1441,697,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (250).JPG,1396,602,1431,649,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (251).JPG,1881,484,1980,614,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (251).JPG,1871,357,1953,482,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (252).JPG,1407,616,1448,658,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (252).JPG,1402,573,1444,615,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (253).JPG,1700,487,1777,569,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (253).JPG,1684,400,1766,482,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (254).JPG,1651,526,1695,592,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (255).JPG,1785,502,1841,559,1.21,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (255).JPG,1791,566,1843,596,7.2.1,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (255).JPG,1325,652,1348,678,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (256).JPG,1755,471,1831,561,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (256).JPG,1398,606,1431,653,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (257).JPG,1823,441,1894,560,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (258).JPG,1530,612,1574,660,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (258).JPG,1475,705,1503,736,5.15,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (258).JPG,1263,684,1279,702,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (259).JPG,1757,555,1815,617,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (259).JPG,1424,631,1454,671,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (260).JPG,1887,452,1944,544,5.43,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (261).JPG,1594,464,1676,558,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (262).JPG,1621,515,1681,589,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (263).JPG,1547,490,1617,553,1.2,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (264).JPG,1450,489,1499,541,2.5,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (264).JPG,1434,530,1528,596,1.3.1,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (264).JPG,410,665,432,699,3.1,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (265).JPG,1636,534,1697,602,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (266).JPG,1770,517,1813,567,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (267).JPG,1589,674,1638,729,5.15,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (268).JPG,1403,487,1461,544,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (268).JPG,1398,544,1472,618,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (268).JPG,1410,617,1474,686,4.1.2,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (269).JPG,1801,454,1906,617,4.1.2,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (269).JPG,1753,282,1877,451,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (269).JPG,1743,168,1856,294,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (270).JPG,1471,492,1563,583,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (270).JPG,1522,576,1564,620,3.24,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (280).JPG,2062,432,2141,527,3.24,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (281).JPG,1837,431,1902,510,1.21,Warning_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (281).JPG,1842,511,1901,551,7.2.1,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (282).JPG,1538,577,1635,680,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (283).JPG,1735,501,1800,575,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (284).JPG,1485,529,1566,619,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (285).JPG,1926,491,2001,571,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (286).JPG,1817,423,1912,530,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (287).JPG,1755,484,1841,597,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (288).JPG,1786,415,1893,555,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (289).JPG,2031,445,2100,539,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (289).JPG,1409,592,1439,639,4.1.2,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (289).JPG,1407,543,1435,590,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (290).JPG,1727,476,1764,561,4.1.2,Prescriptive_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (290).JPG,1716,385,1745,471,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (291).JPG,1440,562,1513,637,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (292).JPG,2024,425,2106,525,5.16.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (293).JPG,1610,453,1714,556,7.13,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (293).JPG,1596,352,1693,452,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (293).JPG,1431,558,1498,624,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (294).JPG,1793,477,1850,546,3.24,Forbidding_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (295).JPG,1626,530,1693,627,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (296).JPG,1724,589,1768,631,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (296).JPG,1724,571,1766,590,5.7.1,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (297).JPG,1416,546,1478,635,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (298).JPG,1535,512,1627,606,7.13,Additional_info_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (298).JPG,1512,393,1626,505,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (298).JPG,1443,546,1515,620,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (299).JPG,1330,586,1381,658,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (300).JPG,1279,620,1333,677,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (301).JPG,1413,774,1474,838,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (302).JPG,110,649,139,700,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (303).JPG,90,641,123,695,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (304).JPG,1496,544,1575,629,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (304).JPG,1478,455,1575,552,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (304).JPG,186,659,211,710,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (305).JPG,67,660,95,713,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (306).JPG,81,673,111,726,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (307).JPG,117,659,143,708,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (308).JPG,44,628,74,684,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (309).JPG,1479,494,1596,614,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (309).JPG,1392,555,1442,606,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (309).JPG,1275,677,1292,695,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (310).JPG,1589,620,1628,666,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (310).JPG,127,610,155,661,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (311).JPG,1338,551,1407,645,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (312).JPG,1290,585,1356,652,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (313).JPG,67,639,95,693,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (313).JPG,1200,660,1228,686,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (314).JPG,1437,496,1524,590,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (315).JPG,59,636,89,684,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (316).JPG,1273,625,1322,681,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (317).JPG,1311,525,1380,601,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (317).JPG,1319,603,1376,659,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (318).JPG,84,634,112,687,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (319).JPG,1331,554,1415,636,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (319).JPG,304,650,325,689,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (320).JPG,1391,491,1496,599,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (321).JPG,1937,365,2032,515,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (322).JPG,1668,410,1764,545,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (322).JPG,321,654,341,698,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (323).JPG,1985,208,2120,425,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (323).JPG,1640,448,1699,546,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (324).JPG,126,635,154,684,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (325).JPG,1604,437,1713,562,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (326).JPG,1427,561,1506,643,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (327).JPG,104,624,139,675,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (328).JPG,1547,501,1649,609,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (329).JPG,46,624,76,678,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (330).JPG,1446,560,1495,637,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (331).JPG,176,636,211,685,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (332).JPG,1605,399,1695,494,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (332).JPG,1340,614,1384,655,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (333).JPG,1745,379,1855,484,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (334).JPG,1410,563,1478,642,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (335).JPG,1431,542,1506,627,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (336).JPG,294,653,320,699,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (336).JPG,2085,306,2198,475,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (337).JPG,1527,562,1579,637,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (338).JPG,1484,521,1578,625,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (339).JPG,1846,377,1915,500,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (340).JPG,1571,444,1681,569,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (340).JPG,1206,671,1229,694,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (341).JPG,1741,389,1860,536,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (342).JPG,1535,503,1630,608,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (342).JPG,1186,690,1204,709,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (343).JPG,1943,344,2032,479,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (343).JPG,1201,680,1223,702,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (344).JPG,1643,410,1768,543,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (344).JPG,1193,678,1213,698,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (345).JPG,1523,469,1622,581,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (346).JPG,1379,551,1455,633,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (347).JPG,1830,394,1915,519,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (348).JPG,1412,590,1456,634,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (348).JPG,1330,579,1399,643,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (349).JPG,347,590,386,643,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (350).JPG,1606,427,1718,547,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (350).JPG,1328,584,1394,653,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (351).JPG,43,625,74,681,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (351).JPG,2131,328,2230,473,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (351).JPG,1244,656,1268,693,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (352).JPG,1456,513,1530,620,5.12,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (353).JPG,1320,584,1382,656,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (354).JPG,1708,562,1763,622,2.4,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (354).JPG,1557,606,1599,651,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (356).JPG,1440,539,1533,638,2.1,Priority_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (356).JPG,1423,642,1459,679,5.16.2,Informational_sign
/root/workspace/work/Digital-Tashkent/Signs/data/content/3/Screen (356).JPG,1259,662,1284,699,5.12,Informational_sign
